judul,pengarang,klasifikasi,status,genre_utama,subgenre,genre,content
Party Fun & Games 200 Permainan Untuk Pesta Anak,Ardhaniswara Saskia Puteri,793.2,Penyiangan 2025-2,umum,umum,umum umum,party fun  games  permainan untuk pesta anak ardhaniswara saskia puteri umum umum
Math Puzzle For Travelling,Utami Widijati,793.7,Penyiangan 2025-2,umum,umum,umum umum,math puzzle for travelling utami widijati umum umum
Tafsir Mimpi Muhammad Ibnu Sirin Dan Ja'far as-Shadiq,Ahmad Ibn Asymuni al-Jaruni,297.37,Penyiangan 2025-2,agama,umum,agama umum,tafsir mimpi muhammad ibnu sirin dan jafar asshadiq ahmad ibn asymuni aljaruni agama umum
"Yakin, Anda Juga Bisa !",Aelasufa Mannan,923.3,Penyiangan 2025-2,sejarah,umum,sejarah umum,yakin anda juga bisa  aelasufa mannan sejarah umum
Agar Si Kecil Mau Makan,Ida Rusdiyanti,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,agar si kecil mau makan ida rusdiyanti teknologi umum
Cara Praktis Bermain Keyboard Dengan Teknik Piano,Yanny Lesar,786.5,Penyiangan 2025-2,umum,umum,umum umum,cara praktis bermain keyboard dengan teknik piano yanny lesar umum umum
Jejak Sejarah Sains : Gravitasi,"Woodford, Chris",521.1,Penyiangan 2025,sains,umum,sains umum,jejak sejarah sains  gravitasi woodford chris sains umum
The Golden Success,Aisyah,650.1,Penyiangan 2025-2,teknologi,umum,teknologi umum,the golden success aisyah teknologi umum
Forever Sunset,Stanley Meulen,FIK,Penyiangan 2025-2,umum,umum,umum umum,forever sunset stanley meulen umum umum
Kamus Lengkap Bahasa Jawa,S.A. Mangunsuwito,419.03,Penyiangan 2025-2,umum,umum,umum umum,kamus lengkap bahasa jawa sa mangunsuwito umum umum
Utsman Bin Affan R.A,Ilham Maulana,FIK,Penyiangan 2025-2,umum,umum,umum umum,utsman bin affan ra ilham maulana umum umum
Ali Bin Abi Thalib R.A,Ilham Maulana,FIK,Penyiangan 2025-2,umum,umum,umum umum,ali bin abi thalib ra ilham maulana umum umum
Abu Bakar R.A,Ilham Maulana,FIK,Penyiangan 2025-2,umum,umum,umum umum,abu bakar ra ilham maulana umum umum
Memikat Hati Suami: Semua Bisa Menjadi Lebih Mesra Bila Suami Penuh Cinta,Imad Al-Hakim,297.430.1,Penyiangan 2025-2,agama,umum,agama umum,memikat hati suami semua bisa menjadi lebih mesra bila suami penuh cinta imad alhakim agama umum
Cara Cerdas Menghadapi Kanker Serviks (Leher Rahim),Bertiani E. Sukaca,616.99,Penyiangan 2025-2,teknologi,umum,teknologi umum,cara cerdas menghadapi kanker serviks leher rahim bertiani e sukaca teknologi umum
Keluarga Sehat: Panduan Cerdas Saat Darurat,Dean Farrel W.,616.025.2,Penyiangan 2025-2,teknologi,umum,teknologi umum,keluarga sehat panduan cerdas saat darurat dean farrel w teknologi umum
"Dasyatnya Bangun Pagi, Tahajud, Subuh & Dhuha",Fadlan al-Ikhwani,297.715,Penyiangan 2025-2,agama,umum,agama umum,dasyatnya bangun pagi tahajud subuh  dhuha fadlan alikhwani agama umum
The Uncensored Of Bung Karno: Misteri Kehidupan Sang Presiden,Abraham Panumbangan,923.1,Penyiangan 2025-2,sejarah,umum,sejarah umum,the uncensored of bung karno misteri kehidupan sang presiden abraham panumbangan sejarah umum
The Magnificent Seven Ulama-Ulama Inspirator Zaman,Sohifullah,297.98,Penyiangan 2025-2,agama,umum,agama umum,the magnificent seven ulamaulama inspirator zaman sohifullah agama umum
33 Pointers Menuju Positive Life: Cara Hidup Sederhana & Bahagia Penuh Semangat & Produktif,M. Hariwijaya,155.25,Penyiangan 2025-2,umum,umum,umum umum, pointers menuju positive life cara hidup sederhana  bahagia penuh semangat  produktif m hariwijaya umum umum
Hisablah Dirimu Sebelum Dihisab Kelak,Aya Sophia,297.51,Penyiangan 2025-2,agama,umum,agama umum,hisablah dirimu sebelum dihisab kelak aya sophia agama umum
Neo patriotisme: Etika Kekuasaan Dalam Kebudayaan Jawa,Ahmala Arifin,320.54,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,neo patriotisme etika kekuasaan dalam kebudayaan jawa ahmala arifin sosial politik umum
"Muslihat, Politik, & Rencana Ekonomi Berjuang",Tan Malaka,800,Penyiangan 2025-2,sastra,umum,sastra umum,muslihat politik  rencana ekonomi berjuang tan malaka sastra umum
Kun Fayakuun 2,Ust. Yusuf Mansur,297.715,Penyiangan 2025-2,agama,umum,agama umum,kun fayakuun  ust yusuf mansur agama umum
Kesalahan-Kesalahan Membaca Al-quran,Bakr Bin Abdullah Abu Zaid,297.11,Penyiangan 2025-2,agama,umum,agama umum,kesalahankesalahan membaca alquran bakr bin abdullah abu zaid agama umum
"Temanmu, Bahagiamu: Langkah Pasti Menemukan Teman Sejati","Mustafa, Syekh",297.613,Penyiangan 2025-2,agama,umum,agama umum,temanmu bahagiamu langkah pasti menemukan teman sejati mustafa syekh agama umum
Kuntilanak Pondok Indah,Lovanisa,FIK,Penyiangan 2025-2,umum,umum,umum umum,kuntilanak pondok indah lovanisa umum umum
Aku Tahu Kamu Hantu,Alit Tisna Palupi,FIK,Penyiangan 2025-2,umum,umum,umum umum,aku tahu kamu hantu alit tisna palupi umum umum
Doa-Doa Pembuka Pintu Rezeki,Abdul Muiz Bin Nur,297.541,Penyiangan 2025-2,agama,umum,agama umum,doadoa pembuka pintu rezeki abdul muiz bin nur agama umum
Amalan & Doa-Doa Mustajab,M. Irfan Al-Firdaus,297.541,Penyiangan 2025-2,agama,umum,agama umum,amalan  doadoa mustajab m irfan alfirdaus agama umum
The Golden Success,Aisyah,650.1,Penyiangan 2025-2,teknologi,umum,teknologi umum,the golden success aisyah teknologi umum
Kamus Lengkap Bahasa Jawa,S.A. Mangunsuwito,419.03,Penyiangan 2025-2,umum,umum,umum umum,kamus lengkap bahasa jawa sa mangunsuwito umum umum
Utsman Bin Affan R.A,Ilham Maulana,FIK,Penyiangan 2025-2,umum,umum,umum umum,utsman bin affan ra ilham maulana umum umum
Ali Bin Abi Thalib R.A,Ilham Maulana,FIK,Penyiangan 2025-2,umum,umum,umum umum,ali bin abi thalib ra ilham maulana umum umum
Abu Bakar R.A,Ilham Maulana,FIK,Penyiangan 2025-2,umum,umum,umum umum,abu bakar ra ilham maulana umum umum
Umar Bin Khattab R.A,Ilham Maulana,FIK,Penyiangan 2025-2,umum,umum,umum umum,umar bin khattab ra ilham maulana umum umum
Cara Cerdas Menghadapi Kanker Serviks (Leher Rahim),Bertiani E. Sukaca,616.99,Penyiangan 2025-2,teknologi,umum,teknologi umum,cara cerdas menghadapi kanker serviks leher rahim bertiani e sukaca teknologi umum
Doa-Doa Mustajab Suami Untuk Istri,Agus Rahman Hakim,297.541,Penyiangan 2025-2,agama,umum,agama umum,doadoa mustajab suami untuk istri agus rahman hakim agama umum
Keluarga Sehat: Panduan Cerdas Saat Darurat,Dean Farrel W.,616.025.2,Penyiangan 2025-2,teknologi,umum,teknologi umum,keluarga sehat panduan cerdas saat darurat dean farrel w teknologi umum
Live Your Life With Passion: Motivasi Luar Biasa Bikin Hidup Lebih Hidup,Billif Abduh,155.25,Penyiangan 2025-2,umum,umum,umum umum,live your life with passion motivasi luar biasa bikin hidup lebih hidup billif abduh umum umum
202 Tips Membahagiakan Istri,Ufaira Thalita Bahir,155.3,Penyiangan 2025-2,umum,umum,umum umum, tips membahagiakan istri ufaira thalita bahir umum umum
Hantu Kereta,Nuniek K.R,FIK,Penyiangan 2025-2,umum,umum,umum umum,hantu kereta nuniek kr umum umum
33 Pointers Menuju Positive Life: Cara Hidup Sederhana & Bahagia Penuh Semangat & Produktif,M. Hariwijaya,155.25,Penyiangan 2025-2,umum,umum,umum umum, pointers menuju positive life cara hidup sederhana  bahagia penuh semangat  produktif m hariwijaya umum umum
Neo patriotisme: Etika Kekuasaan Dalam Kebudayaan Jawa,Ahmala Arifin,320.54,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,neo patriotisme etika kekuasaan dalam kebudayaan jawa ahmala arifin sosial politik umum
"Muslihat, Politik, & Rencana Ekonomi Berjuang",Tan Malaka,800,Penyiangan 2025-2,sastra,umum,sastra umum,muslihat politik  rencana ekonomi berjuang tan malaka sastra umum
Nasihat-Nasihat Emas Khulafaur Rasyidin,AH. Zain Malik,297.92,Penyiangan 2025-2,agama,umum,agama umum,nasihatnasihat emas khulafaur rasyidin ah zain malik agama umum
Unforgiven,Eve Shi,FIK,Penyiangan 2025-2,umum,umum,umum umum,unforgiven eve shi umum umum
Keluargaku Surgaku,Yanuardi Syukur,297.431,Penyiangan 2025-2,agama,umum,agama umum,keluargaku surgaku yanuardi syukur agama umum
Kesalahan-Kesalahan Membaca Al-quran,Bakr Bin Abdullah Abu Zaid,297.11,Penyiangan 2025-2,agama,umum,agama umum,kesalahankesalahan membaca alquran bakr bin abdullah abu zaid agama umum
Islam Hari Ini,Alisnaik,FIK,Penyiangan 2025-2,umum,umum,umum umum,islam hari ini alisnaik umum umum
London,Windry Ramadhina,FIK,Penyiangan 2025-2,umum,umum,umum umum,london windry ramadhina umum umum
Doa-Doa Pembuka Pintu Rezeki,Abdul Muiz Bin Nur,297.541,Penyiangan 2025-2,agama,umum,agama umum,doadoa pembuka pintu rezeki abdul muiz bin nur agama umum
Nama-Nama Islami Indah dan Mudah,Abdul Aziz Salim Basyarahil,297.437,Penyiangan 2025-2,agama,umum,agama umum,namanama islami indah dan mudah abdul aziz salim basyarahil agama umum
Panduan Sukses Beternak Itik,Arif Setyabudi,636.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,panduan sukses beternak itik arif setyabudi teknologi umum
24 Jam Dzikir & Do'a Rasulullah (Berdasarkan Al-Qur'an & Al-Hadits),Nurul M.F,297.54,Penyiangan 2025-2,agama,anak,agama anak, jam dzikir  doa rasulullah berdasarkan alquran  alhadits nurul mf agama anak
Kamus Lengkap Bahasa Jawa,S.A. Mangunsuwito,419.03,Penyiangan 2025-2,umum,umum,umum umum,kamus lengkap bahasa jawa sa mangunsuwito umum umum
Utsman Bin Affan R.A,Ilham Maulana,FIK,Penyiangan 2025-2,umum,umum,umum umum,utsman bin affan ra ilham maulana umum umum
Ali Bin Abi Thalib R.A,Ilham Maulana,FIK,Penyiangan 2025-2,umum,umum,umum umum,ali bin abi thalib ra ilham maulana umum umum
Abu Bakar R.A,Ilham Maulana,FIK,Penyiangan 2025-2,umum,umum,umum umum,abu bakar ra ilham maulana umum umum
Umar Bin Khattab R.A,Ilham Maulana,FIK,Penyiangan 2025-2,umum,umum,umum umum,umar bin khattab ra ilham maulana umum umum
Cara Cerdas Menghadapi Kanker Serviks (Leher Rahim),Bertiani E. Sukaca,616.99,Penyiangan 2025-2,teknologi,umum,teknologi umum,cara cerdas menghadapi kanker serviks leher rahim bertiani e sukaca teknologi umum
Doa-Doa Mustajab Suami Untuk Istri,Agus Rahman Hakim,297.541,Penyiangan 2025-2,agama,umum,agama umum,doadoa mustajab suami untuk istri agus rahman hakim agama umum
Keluarga Sehat: Panduan Cerdas Saat Darurat,Dean Farrel W.,616.025.2,Penyiangan 2025-2,teknologi,umum,teknologi umum,keluarga sehat panduan cerdas saat darurat dean farrel w teknologi umum
Live Your Life With Passion: Motivasi Luar Biasa Bikin Hidup Lebih Hidup,Billif Abduh,155.25,Penyiangan 2025-2,umum,umum,umum umum,live your life with passion motivasi luar biasa bikin hidup lebih hidup billif abduh umum umum
202 Tips Membahagiakan Istri,Ufaira Thalita Bahir,155.3,Penyiangan 2025-2,umum,umum,umum umum, tips membahagiakan istri ufaira thalita bahir umum umum
Hantu Kereta,Nuniek K.R,FIK,Penyiangan 2025-2,umum,umum,umum umum,hantu kereta nuniek kr umum umum
33 Pointers Menuju Positive Life: Cara Hidup Sederhana & Bahagia Penuh Semangat & Produktif,M. Hariwijaya,155.25,Penyiangan 2025-2,umum,umum,umum umum, pointers menuju positive life cara hidup sederhana  bahagia penuh semangat  produktif m hariwijaya umum umum
Neo patriotisme: Etika Kekuasaan Dalam Kebudayaan Jawa,Ahmala Arifin,320.54,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,neo patriotisme etika kekuasaan dalam kebudayaan jawa ahmala arifin sosial politik umum
"Muslihat, Politik, & Rencana Ekonomi Berjuang",Tan Malaka,800,Penyiangan 2025-2,sastra,umum,sastra umum,muslihat politik  rencana ekonomi berjuang tan malaka sastra umum
Nasihat-Nasihat Emas Khulafaur Rasyidin,AH. Zain Malik,297.92,Penyiangan 2025-2,agama,umum,agama umum,nasihatnasihat emas khulafaur rasyidin ah zain malik agama umum
Unforgiven,Eve Shi,FIK,Penyiangan 2025-2,umum,umum,umum umum,unforgiven eve shi umum umum
Keluargaku Surgaku,Yanuardi Syukur,297.431,Penyiangan 2025-2,agama,umum,agama umum,keluargaku surgaku yanuardi syukur agama umum
Kesalahan-Kesalahan Membaca Al-quran,Bakr Bin Abdullah Abu Zaid,297.11,Penyiangan 2025-2,agama,umum,agama umum,kesalahankesalahan membaca alquran bakr bin abdullah abu zaid agama umum
Islam Hari Ini,Alisnaik,FIK,Penyiangan 2025-2,umum,umum,umum umum,islam hari ini alisnaik umum umum
London,Windry Ramadhina,FIK,Penyiangan 2025-2,umum,umum,umum umum,london windry ramadhina umum umum
Doa-Doa Pembuka Pintu Rezeki,Abdul Muiz Bin Nur,297.541,Penyiangan 2025-2,agama,umum,agama umum,doadoa pembuka pintu rezeki abdul muiz bin nur agama umum
Nama-Nama Islami Indah dan Mudah,Abdul Aziz Salim Basyarahil,297.437,Penyiangan 2025-2,agama,umum,agama umum,namanama islami indah dan mudah abdul aziz salim basyarahil agama umum
Panduan Sukses Beternak Itik,Arif Setyabudi,636.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,panduan sukses beternak itik arif setyabudi teknologi umum
24 Jam Dzikir & Do'a Rasulullah (Berdasarkan Al-Qur'an & Al-Hadits),Nurul M.F,297.54,Penyiangan 2025-2,agama,anak,agama anak, jam dzikir  doa rasulullah berdasarkan alquran  alhadits nurul mf agama anak
Kamus Lengkap Bahasa Jawa,S.A. Mangunsuwito,419.03,Penyiangan 2025-2,umum,umum,umum umum,kamus lengkap bahasa jawa sa mangunsuwito umum umum
Utsman Bin Affan R.A,Ilham Maulana,FIK,Penyiangan 2025-2,umum,umum,umum umum,utsman bin affan ra ilham maulana umum umum
Ali Bin Abi Thalib R.A,Ilham Maulana,FIK,Penyiangan 2025-2,umum,umum,umum umum,ali bin abi thalib ra ilham maulana umum umum
Abu Bakar R.A,Ilham Maulana,FIK,Penyiangan 2025-2,umum,umum,umum umum,abu bakar ra ilham maulana umum umum
Memikat Hati Suami: Semua Bisa Menjadi Lebih Mesra Bila Suami Penuh Cinta,Imad Al-Hakim,297.430.1,Penyiangan 2025-2,agama,umum,agama umum,memikat hati suami semua bisa menjadi lebih mesra bila suami penuh cinta imad alhakim agama umum
Cara Cerdas Menghadapi Kanker Serviks (Leher Rahim),Bertiani E. Sukaca,616.99,Penyiangan 2025-2,teknologi,umum,teknologi umum,cara cerdas menghadapi kanker serviks leher rahim bertiani e sukaca teknologi umum
Keluarga Sehat: Panduan Cerdas Saat Darurat,Dean Farrel W.,616.025.2,Penyiangan 2025-2,teknologi,umum,teknologi umum,keluarga sehat panduan cerdas saat darurat dean farrel w teknologi umum
"Dasyatnya Bangun Pagi, Tahajud, Subuh & Dhuha",Fadlan al-Ikhwani,297.715,Penyiangan 2025-2,agama,umum,agama umum,dasyatnya bangun pagi tahajud subuh  dhuha fadlan alikhwani agama umum
The Uncensored Of Bung Karno: Misteri Kehidupan Sang Presiden,Abraham Panumbangan,923.1,Penyiangan 2025-2,sejarah,umum,sejarah umum,the uncensored of bung karno misteri kehidupan sang presiden abraham panumbangan sejarah umum
The Magnificent Seven Ulama-Ulama Inspirator Zaman,Sohifullah,297.98,Penyiangan 2025-2,agama,umum,agama umum,the magnificent seven ulamaulama inspirator zaman sohifullah agama umum
33 Pointers Menuju Positive Life: Cara Hidup Sederhana & Bahagia Penuh Semangat & Produktif,M. Hariwijaya,155.25,Penyiangan 2025-2,umum,umum,umum umum, pointers menuju positive life cara hidup sederhana  bahagia penuh semangat  produktif m hariwijaya umum umum
Hisablah Dirimu Sebelum Dihisab Kelak,Aya Sophia,297.51,Penyiangan 2025-2,agama,umum,agama umum,hisablah dirimu sebelum dihisab kelak aya sophia agama umum
Neo patriotisme: Etika Kekuasaan Dalam Kebudayaan Jawa,Ahmala Arifin,320.54,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,neo patriotisme etika kekuasaan dalam kebudayaan jawa ahmala arifin sosial politik umum
"Muslihat, Politik, & Rencana Ekonomi Berjuang",Tan Malaka,800,Penyiangan 2025-2,sastra,umum,sastra umum,muslihat politik  rencana ekonomi berjuang tan malaka sastra umum
Kun Fayakuun 2,Ust. Yusuf Mansur,297.715,Penyiangan 2025-2,agama,umum,agama umum,kun fayakuun  ust yusuf mansur agama umum
Kesalahan-Kesalahan Membaca Al-quran,Bakr Bin Abdullah Abu Zaid,297.11,Penyiangan 2025-2,agama,umum,agama umum,kesalahankesalahan membaca alquran bakr bin abdullah abu zaid agama umum
"Temanmu, Bahagiamu: Langkah Pasti Menemukan Teman Sejati","Mustafa, Syekh",297.613,Penyiangan 2025-2,agama,umum,agama umum,temanmu bahagiamu langkah pasti menemukan teman sejati mustafa syekh agama umum
Kuntilanak Pondok Indah,Lovanisa,FIK,Penyiangan 2025-2,umum,umum,umum umum,kuntilanak pondok indah lovanisa umum umum
Aku Tahu Kamu Hantu,Alit Tisna Palupi,FIK,Penyiangan 2025-2,umum,umum,umum umum,aku tahu kamu hantu alit tisna palupi umum umum
Doa-Doa Pembuka Pintu Rezeki,Abdul Muiz Bin Nur,297.541,Penyiangan 2025-2,agama,umum,agama umum,doadoa pembuka pintu rezeki abdul muiz bin nur agama umum
Amalan & Doa-Doa Mustajab,M. Irfan Al-Firdaus,297.541,Penyiangan 2025-2,agama,umum,agama umum,amalan  doadoa mustajab m irfan alfirdaus agama umum
Kumpulan Khotbah Jumat Yang Mengubah Hidup,Nurdin Hasan,297.412.4,Penyiangan 2025-2,agama,umum,agama umum,kumpulan khotbah jumat yang mengubah hidup nurdin hasan agama umum
Kama Sutra For Pregnancy: Seks Yang Niknat dan Aman Ala Kama Sutra Selama Masa Kehamilan,Nadine Suryoprajogo,155.3,Penyiangan 2025-2,umum,umum,umum umum,kama sutra for pregnancy seks yang niknat dan aman ala kama sutra selama masa kehamilan nadine suryoprajogo umum umum
Keistimewaan 62 Muslimah Pilihan,Khalatu Zahya,297.98,Penyiangan 2025-2,agama,umum,agama umum,keistimewaan  muslimah pilihan khalatu zahya agama umum
Great Nation Leaders: Gebrakan Besar Untuk Indonesia Masa Kini,Surya Bagus Banua,923.2,Penyiangan 2025-2,sejarah,umum,sejarah umum,great nation leaders gebrakan besar untuk indonesia masa kini surya bagus banua sejarah umum
Buku Hemat Belanja Keperluan Wanita,Sabrina Oktaviani,640.7,Penyiangan 2025-2,teknologi,umum,teknologi umum,buku hemat belanja keperluan wanita sabrina oktaviani teknologi umum
Jangan Bersedih,Eidelweis Almira,FIK,Penyiangan 2025-2,umum,umum,umum umum,jangan bersedih eidelweis almira umum umum
Kotak Musik 5: Dilengkapi Dengan Not & Accord,Yeyen Subiakto,781.2,Penyiangan 2025-2,umum,umum,umum umum,kotak musik  dilengkapi dengan not  accord yeyen subiakto umum umum
Gudang Lagu Populer 4: Dilengkapi Dengan Not & Accord,Kiki Laisa,781.2,Penyiangan 2025-2,umum,umum,umum umum,gudang lagu populer  dilengkapi dengan not  accord kiki laisa umum umum
Gudang Lagu Populer 5: Di lengkapi Dengan Not & Accord,Kiki Laisa,781.2,Penyiangan 2025-2,umum,umum,umum umum,gudang lagu populer  di lengkapi dengan not  accord kiki laisa umum umum
Kemudahan Dari Allah: Ringkasan Tafsir Ibnu Katsir Jilid 3,Muhammad Nasib ar-Rifa'i,297.13,Penyiangan 2025-2,agama,umum,agama umum,kemudahan dari allah ringkasan tafsir ibnu katsir jilid  muhammad nasib arrifai agama umum
Kumpulan Khotbah Jumat Yang Mengubah Hidup,Nurdin Hasan,297.412.4,Penyiangan 2025-2,agama,umum,agama umum,kumpulan khotbah jumat yang mengubah hidup nurdin hasan agama umum
Kama Sutra For Pregnancy: Seks Yang Niknat dan Aman Ala Kama Sutra Selama Masa Kehamilan,Nadine Suryoprajogo,155.3,Penyiangan 2025-2,umum,umum,umum umum,kama sutra for pregnancy seks yang niknat dan aman ala kama sutra selama masa kehamilan nadine suryoprajogo umum umum
Keistimewaan 62 Muslimah Pilihan,Khalatu Zahya,297.98,Penyiangan 2025-2,agama,umum,agama umum,keistimewaan  muslimah pilihan khalatu zahya agama umum
Great Nation Leaders: Gebrakan Besar Untuk Indonesia Masa Kini,Surya Bagus Banua,923.2,Penyiangan 2025-2,sejarah,umum,sejarah umum,great nation leaders gebrakan besar untuk indonesia masa kini surya bagus banua sejarah umum
Buku Hemat Belanja Keperluan Wanita,Sabrina Oktaviani,640.7,Penyiangan 2025-2,teknologi,umum,teknologi umum,buku hemat belanja keperluan wanita sabrina oktaviani teknologi umum
Jangan Bersedih,Eidelweis Almira,FIK,Penyiangan 2025-2,umum,umum,umum umum,jangan bersedih eidelweis almira umum umum
Kotak Musik 5: Dilengkapi Dengan Not & Accord,Yeyen Subiakto,781.2,Penyiangan 2025-2,umum,umum,umum umum,kotak musik  dilengkapi dengan not  accord yeyen subiakto umum umum
Gudang Lagu Populer 4: Dilengkapi Dengan Not & Accord,Kiki Laisa,781.2,Penyiangan 2025-2,umum,umum,umum umum,gudang lagu populer  dilengkapi dengan not  accord kiki laisa umum umum
Gudang Lagu Populer 5: Di lengkapi Dengan Not & Accord,Kiki Laisa,781.2,Penyiangan 2025-2,umum,umum,umum umum,gudang lagu populer  di lengkapi dengan not  accord kiki laisa umum umum
Kemudahan Dari Allah: Ringkasan Tafsir Ibnu Katsir Jilid 4,Muhammad Nasib ar-Rifa'i,273.13,Penyiangan 2025-2,agama,umum,agama umum,kemudahan dari allah ringkasan tafsir ibnu katsir jilid  muhammad nasib arrifai agama umum
Menggali Misteri Kiamat 2012,"Steven, Choky",133.3,Penyiangan 2025-2,umum,umum,umum umum,menggali misteri kiamat  steven choky umum umum
Bait Rasa,Fitri Aprilia,FIK,Penyiangan 2025-2,umum,umum,umum umum,bait rasa fitri aprilia umum umum
